更新时间,#genre#
20260626 03:24,url


RespoTime,whitelist,#genre#
78.07ms,西藏卫视,https://stream1.freetv.fun/da80b526fbb2e690b112bdb6d478ce138cde6581a65b95984a3295660fcd03c0.m3u8
78.12ms,1986年春晚,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
78.15ms,主角与配角,https://txmov2.a.kwimgs.com/bs3/video-hls/5220516480426863393_hlsb.m3u8
78.24ms,viutv6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
78.24ms,[HD]trans 7,https://t.freetv.fun/live/trans-7.m3u8
78.26ms,[BD]channel 8,https://t.freetv.fun/live/channel-8.m3u8
78.31ms,[BD]cctv3,https://t.freetv.fun/live/cctv3-5.m3u8
78.33ms,[HD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-8.m3u8
78.33ms,宁夏卫视,https://stream1.freetv.fun/53a19b4d7f728a661b149caf3de83d5662e7273c497933176191030bea3e4a70.m3u8
78.39ms,凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
78.39ms,[VGA]telesur english,https://t.freetv.fun/live/telesur-english-2.m3u8
78.39ms,[HD]广东4k超高清,https://t.freetv.fun/live/yan-dong-4kchao-gao-qing-1.m3u8
78.40ms,[SD]cgtn,https://t.freetv.fun/live/cgtn-1-1.m3u8
78.41ms,[BD]dubai tv international,https://t.freetv.fun/live/dubai-tv-international.m3u8
78.42ms,广东卫视,https://stream1.freetv.fun/7032dd2b86126b125a4a42c63b1c2c175975b401a309f3c31722542ede60c7d7.m3u8
78.45ms,[VGA]walf tv,https://t.freetv.fun/live/walf-tv.m3u8
78.48ms,[HD]fxx,https://t.freetv.fun/live/fxx-1.m3u8
78.51ms,DIRECTV SPORTS FIGHT ,http://108.181.20.255:27347/livehttpplay?channel_id=23540
78.57ms,[HD]fyi,https://t.freetv.fun/live/fyi.m3u8
78.57ms,[SD]bloomberg tv bulgaria,https://t.freetv.fun/live/bloomberg-tv-bulgaria.m3u8
78.63ms,[BD]telecentro,https://t.freetv.fun/live/telecentro.m3u8
78.64ms,[BD]cctv3,https://t.freetv.fun/live/cctv3-12.m3u8
78.65ms,天津卫视,https://stream1.freetv.fun/e7bc8916d500f0d6e0818c0a3fb5dfc4658e8245bc79e4c4cf35ac9dab436fec.m3u8
78.66ms,[BD]canal womtv,https://t.freetv.fun/live/canal-womtv.m3u8
78.69ms,周杰伦6,https://txmov2.a.kwimgs.com/bs3/video-hls/5211790780346725756_hlsb.m3u8
78.77ms,[HD]印度ndtv india,https://t.freetv.fun/live/yin-du-ndtv-india.m3u8
78.78ms,[BD]广东体育高清,https://t.freetv.fun/live/yan-dong-ti-yu-gao-qing-11.m3u8
78.83ms,[SD]cctv-14少儿,https://t.freetv.fun/live/cctv-14shao-er-4.m3u8
78.85ms,CCTV11,https://stream1.freetv.fun/a296e075276025c13fccaa815a2a2968db83b532e3dcdd87dea6d56e3b63152a.m3u8
78.86ms,[BD]channel 5,https://t.freetv.fun/live/channel-5-1.m3u8
78.89ms,TELEANTIOQUIA HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23532
78.90ms,[BD]汕尾综合高清,https://t.freetv.fun/live/shan-wei-zong-he-gao-qing-3.m3u8
78.97ms,[VGA]christian youth channel (cyc) (1080p),https://t.freetv.fun/live/christian-youth-channel-cyc-1080p.m3u8
78.97ms,[SD]star movies,https://t.freetv.fun/live/star-movies.m3u8
78.98ms,2025热播歌曲一,https://txmov2.a.kwimgs.com/bs3/video-hls/5228116376065039189_hlsb.m3u8
78.98ms,[BD]the weather channel,https://t.freetv.fun/live/the-weather-channel.m3u8
79.02ms,劲爆热舞,https://txmov2.a.kwimgs.com/upic/2024/01/28/23/BMjAyNDAxMjgyMzE4NTBfMjM5NDYzNDY0NV8xMjMzODU4NDc1NTFfMl8z_b_Bfbf57eec0884d3c429a206134c59899b.mp4?clientCacheKey=3xq3d533hx34856_b.mp4&tt=b&di=6a2aa95a&bp=10000
79.11ms,翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8
79.11ms,GOLTV ,http://108.181.20.255:27347/livehttpplay?channel_id=23056
79.12ms,[HD]tvb星河,https://t.freetv.fun/live/tvbxing-he.m3u8
79.12ms,[BD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-16.m3u8
79.13ms,刘德华3,https://txmov2.a.kwimgs.com/bs3/video-hls/5231775430381069161_hlsb.m3u8
79.20ms,[VGA]上海第一财经,https://t.freetv.fun/live/shang-hai-di-yi-cai-jing-1.m3u8
79.23ms,广西卫视,https://stream1.freetv.fun/00dd24ff229f857b5f63b2575005617500b45a8a594934001d45893621590099.m3u8
79.31ms,CCTV9,https://stream1.freetv.fun/21a84c616496dfbb175a898f5d41b9ae02235ef2138fcaafb642febf53e71377.m3u8
79.34ms,E! WEST ,http://108.181.20.255:27347/livehttpplay?channel_id=23008
79.36ms,[HD]太谷新闻综合,https://t.freetv.fun/live/tai-gu-xin-wen-zong-he-1.m3u8
79.40ms,[SD]ryan and friends (1080p),https://t.freetv.fun/live/ryan-and-friends-1080p.m3u8
79.51ms,云南卫视,https://stream1.freetv.fun/30833828943dd863ae674e21ce2b071f6b9cea50e07fbcfe5c2a0ce16fa20dd2.m3u8
79.61ms,TVBlus,http://o11.163189.xyz/stream/tvb/tvbp/
79.62ms,[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-10.m3u8
79.63ms,[BD]kuriakos kids,https://t.freetv.fun/live/kuriakos-kids-1.m3u8
79.64ms,国潮DJ舞曲点播,https://txmov2.a.kwimgs.com/bs3/video-hls/5254856460919464679_hlsb.m3u8
79.72ms,[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-4.m3u8
79.78ms,[BD]cctv1hd,https://t.freetv.fun/live/cctv1hd.m3u8
79.78ms,[BD]sportsnet one ca,https://t.freetv.fun/live/sportsnet-one-ca.m3u8
79.90ms,[BD]xite hits,https://t.freetv.fun/live/xite-hits.m3u8
79.90ms,[SD]cctv5,https://t.freetv.fun/live/cctv5-7.m3u8
79.92ms,[SD]ностальгия,https://t.freetv.fun/live/nostalgiia.m3u8
79.92ms,[BD]albuk tv,https://t.freetv.fun/live/albuk-tv-1.m3u8
79.93ms,[BD]babyfirst tv,https://t.freetv.fun/live/babyfirst-tv.m3u8
79.94ms,[BD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-6-1.m3u8
79.98ms,[HD]cctv-7hd,https://t.freetv.fun/live/cctv-7hd.m3u8
80.00ms,欢喜台,http://o11.163189.xyz/stream/live/hxt/
80.01ms,TNT SPORTS CHILE ,http://108.181.20.255:27347/livehttpplay?channel_id=23558
80.02ms,[VGA]fb tv,https://t.freetv.fun/live/fb-tv-1.m3u8
80.07ms,程响经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5209538972099260801_hlsb.m3u8
80.11ms,[BD]voa persian,https://t.freetv.fun/live/voa-persian.m3u8
80.17ms,[BD]广东少儿高清,https://t.freetv.fun/live/yan-dong-shao-er-gao-qing.m3u8
80.20ms,[SD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-6.m3u8
80.25ms,BET Her Caribe ,http://108.181.20.255:27347/livehttpplay?channel_id=23065
80.32ms,广东卫视,https://stream1.freetv.fun/17c2caa98314cdbeecb0056390dc95867526843a2af1b951559870af9ec5e907.m3u8
80.32ms,[VGA]湖南经视,https://t.freetv.fun/live/hu-nan-jing-shi.m3u8
80.34ms,[HD]山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-16.m3u8
80.35ms,[SD]cnn,https://t.freetv.fun/live/cnn.m3u8
80.36ms,FOX SPORTS CHILE ,http://108.181.20.255:27347/livehttpplay?channel_id=23559
80.54ms,西藏卫视,https://stream1.freetv.fun/2e5aac0f2b8fe84e021e41bc84f0990ae44a267cbb5860ac86fec6a7570da6a3.m3u8
80.54ms,[SD]rt documentary,https://t.freetv.fun/live/rt-documentary.m3u8
80.58ms,[BD]rig tv,https://t.freetv.fun/live/rig-tv-1.m3u8
80.60ms,CCTV15,https://stream1.freetv.fun/cb0830411664d3a45e05be072d306112a721a039769417366bdd74bf4ca41329.m3u8
80.60ms,FOX PREMIUM ,http://108.181.20.255:27347/livehttpplay?channel_id=23054
80.63ms,[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-17.m3u8
80.67ms,[BD]cars stars tv,https://t.freetv.fun/live/cars-stars-tv.m3u8
80.71ms,CCTV11,https://stream1.freetv.fun/b295e709dd85615bdf34e8da41eb11931d04f54e06fe15c04652d69725f20095.m3u8
80.72ms,[BD]canal a,https://t.freetv.fun/live/canal-a.m3u8
80.74ms,[BD]al sharqiya tv,https://t.freetv.fun/live/al-sharqiya-tv.m3u8
80.75ms,[BD]湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-19.m3u8
80.77ms,恋爱保险,https://txmov2.a.kwimgs.com/bs3/video-hls/5196591116322611782_hlsb.m3u8
80.80ms,[SD]animalplanet,https://t.freetv.fun/live/animalplanet.m3u8
80.81ms,[BD]bmg tv,https://t.freetv.fun/live/bmg-tv.m3u8
80.83ms,[SD]star life,https://t.freetv.fun/live/star-life-1.m3u8
80.83ms,[BD]canal 26,https://t.freetv.fun/live/canal-26.m3u8
80.87ms,湖南卫视,https://stream1.freetv.fun/ef71867a8644735b09f5399278a3ce67b0cd46e1100159c789b9240a5bf4c2bb.m3u8
80.88ms,[SD]优漫卡通,https://t.freetv.fun/live/you-man-qia-tong-4.m3u8
80.88ms,西游记I 第十五集,https://txmov2.a.kwimgs.com/bs3/video-hls/5239093806671579134_hlsb.m3u8
80.93ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-19.m3u8
80.93ms,[BD]golf zone,https://t.freetv.fun/live/golf-zone.m3u8
80.93ms,[BD]red bull tv,https://t.freetv.fun/live/red-bull-tv-3.m3u8
80.95ms,[BD]经济科教高清,https://t.freetv.fun/live/jing-ji-ke-jiao-gao-qing-2.m3u8
80.99ms,安徽卫视,https://stream1.freetv.fun/a9be08089c9d15abe0bf7a88c8c87b644d55ed4e1a3b117bf9bdf6caf232696e.m3u8
81.00ms,Channel U ,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
81.01ms,UNIVISION EAST ,http://108.181.20.255:27347/livehttpplay?channel_id=23088
81.02ms,[BD]tnt sports3,https://t.freetv.fun/live/tnt-sports3.m3u8
81.03ms,[BD]海峡卫视,https://t.freetv.fun/live/hai-xia-wei-shi-5.m3u8
81.04ms,[BD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-18.m3u8
81.06ms,[BD]cctv-3hd,https://t.freetv.fun/live/cctv-3hd-2.m3u8
81.10ms,CCTV13,https://stream1.freetv.fun/3a63799dd08492a3543a3676a9029d110e51ad0ce3573faeb844f5dcd6b24767.m3u8
81.11ms,重庆卫视,https://stream1.freetv.fun/730d6ed099678c8d9c9e2e58ba193f41ab05c79e09ee390cb3e98c2d5237a65c.m3u8
81.15ms,[BD]韶关综合,https://t.freetv.fun/live/shao-guan-zong-he.m3u8
81.15ms,CCTV4,https://stream1.freetv.fun/4d07bdd45298f5188e1e215d557f8b1703d924d4e874e864fd160d4d7f3cae16.m3u8
81.16ms,[BD]浙江新闻,https://t.freetv.fun/live/zhe-jiang-xin-wen.m3u8
81.17ms,[BD]canal 32,https://t.freetv.fun/live/canal-32-1.m3u8
81.18ms,[VGA]镇江新闻综合,https://t.freetv.fun/live/zhen-jiang-xin-wen-zong-he-1.m3u8
81.22ms,[HD]中国农林卫视,https://t.freetv.fun/live/zhong-guo-nong-lin-wei-shi.m3u8
81.29ms,张韶涵2,https://txmov2.a.kwimgs.com/bs3/video-hls/5258515617083074516_hlsb.m3u8
81.30ms,[SD]minimax,https://t.freetv.fun/live/minimax.m3u8
81.31ms,[BD]汕尾综合高清,https://t.freetv.fun/live/shan-wei-zong-he-gao-qing-6.m3u8
81.32ms,厦门卫视,https://stream1.freetv.fun/59c7359694ec77f9bc678221c3134b608aa973a44b2ed669c823673c1b2a8e0e.m3u8
81.33ms,[BD]广东影视高清,https://t.freetv.fun/live/yan-dong-ying-shi-gao-qing-8.m3u8
81.35ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-2.m3u8
81.39ms,[BD]cctv-8hd,https://t.freetv.fun/live/cctv-8hd-3.m3u8
81.40ms,[BD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-12.m3u8
81.42ms,[VGA]jimani tv,https://t.freetv.fun/live/jimani-tv.m3u8
81.44ms,[VGA]tvs sports,https://t.freetv.fun/live/tvs-sports.m3u8
81.45ms,[HD]10 tv,https://t.freetv.fun/live/10-tv.m3u8
81.46ms,[SD]cctv-9,https://t.freetv.fun/live/cctv-9-2.m3u8
81.46ms,宁夏卫视,https://stream1.freetv.fun/d9f91e5ab7ea769b6fabc592149e71772171fb6eb53c004ea91855498d8c0296.m3u8
81.47ms,[HD]sato plus,https://t.freetv.fun/live/sato-plus.m3u8
81.48ms,宁夏卫视,https://stream1.freetv.fun/34a63287556c44de75ad5a6ef9343c0d913325efeabaa26afcedd46095d60019.m3u8
81.50ms,[BD]湖北卫视,https://t.freetv.fun/live/hu-bei-wei-shi-10.m3u8
81.52ms,[SD]上海都市,https://t.freetv.fun/live/shang-hai-du-shi-4.m3u8
81.53ms,[HD]telemundo 01,https://t.freetv.fun/live/telemundo-01.m3u8
81.54ms,[HD]cctv-风云音乐,https://t.freetv.fun/live/cctv-feng-yun-yin-le-5.m3u8
81.54ms,[SD]noor tv (720p),https://t.freetv.fun/live/noor-tv-720p.m3u8
81.55ms,[HD]btv,https://t.freetv.fun/live/btv.m3u8
81.57ms,[HD]cctv-4k超高清,https://t.freetv.fun/live/cctv-4kchao-gao-qing-1.m3u8
81.61ms,[HD]河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-30.m3u8
81.61ms,新疆卫视,https://stream1.freetv.fun/a4ef36119e5da70e49e703d85d34434acb135628c9289b91dfffa6ab46bf0523.m3u8
81.62ms,[BD]揭阳综合高清,https://t.freetv.fun/live/jie-yang-zong-he-gao-qing-5.m3u8
81.65ms,[VGA]cgtn法语,https://t.freetv.fun/live/cgtnfa-yu-7.m3u8
81.67ms,[HD]广东4k超高清,https://t.freetv.fun/live/yan-dong-4kchao-gao-qing.m3u8
81.68ms,CCTV13,https://stream1.freetv.fun/7efe02dcb4e8722121af5a3b1e462b7adc8cd466829e19356504fe1d572ad213.m3u8
81.70ms,[BD]广东少儿高清,https://t.freetv.fun/live/yan-dong-shao-er-gao-qing-27.m3u8
81.74ms,[HD]folklore tv,https://t.freetv.fun/live/folklore-tv.m3u8
81.74ms,[SD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-20.m3u8
81.75ms,[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-27.m3u8
81.77ms,大湾区卫视,https://stream1.freetv.fun/9e44565ab6186689007a295d8b94b2a970fafde637068b0e3837e5f84689a8f3.m3u8
81.78ms,广东卫视,https://stream1.freetv.fun/af85fee1b8e836bd54cf69276660c22fffd54e31fe634856f6fd550ec77304d9.m3u8
81.79ms,江西卫视,https://stream1.freetv.fun/2df8b395a33033ef4dbd79007e2ec8dabbdc64e75e0e2c8bd46c49eec115d891.m3u8
81.79ms,[HD]tv5monde africa,https://t.freetv.fun/live/tv5monde-africa.m3u8
81.80ms,[BD]now新闻,https://t.freetv.fun/live/nowxin-wen-2.m3u8
81.87ms,[BD]江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-10.m3u8
81.87ms,[BD]浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-4.m3u8
81.88ms,[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-12.m3u8
81.90ms,[SD]feniks plus kino,https://t.freetv.fun/live/feniks-plus-kino.m3u8
81.91ms,[BD]tnt sports 1 bola rusia,https://t.freetv.fun/live/tnt-sports-1-bola-rusia.m3u8
81.92ms,[HD]ribera tv,https://t.freetv.fun/live/ribera-tv.m3u8
81.93ms,[BD]五星体育,https://t.freetv.fun/live/wu-xing-ti-yu-6.m3u8
81.95ms,[HD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-6.m3u8
81.99ms,[SD]海南卫视,https://t.freetv.fun/live/hai-nan-wei-shi.m3u8
82.00ms,海南卫视,https://stream1.freetv.fun/6a69e26ab19372df3a064eaf2abc2047cb47c0ad16e3fdb15484aa90947248bd.m3u8
82.01ms,[BD]cctv12hd,https://t.freetv.fun/live/cctv12hd.m3u8
82.01ms,CCTV5,https://stream1.freetv.fun/369409d97d759ea1f24ef8b50d27ab6cc3ec36bdb248712a0334881f395a7174.m3u8
82.06ms,[BD]cctv2,https://t.freetv.fun/live/cctv2-1.m3u8
82.06ms,[BD]дождь,https://t.freetv.fun/live/dozhd-1.m3u8
82.09ms,[HD]brtv,https://t.freetv.fun/live/brtv-1.m3u8
82.11ms,AFN movie ,http://108.181.20.255:27347/livehttpplay?channel_id=23018
82.14ms,[BD]super,https://t.freetv.fun/live/super-1.m3u8
82.17ms,[VGA]kuwait tv 1,https://t.freetv.fun/live/kuwait-tv-1.m3u8
82.17ms,[SD]komsan tv,https://t.freetv.fun/live/komsan-tv.m3u8
82.18ms,[BD]广东新闻高清,https://t.freetv.fun/live/yan-dong-xin-wen-gao-qing-9.m3u8
82.21ms,[HD]湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi.m3u8
82.22ms,[SD]兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-5.m3u8
82.26ms,[BD]海峡卫视,https://t.freetv.fun/live/hai-xia-wei-shi-7.m3u8
82.26ms,[BD]atreseries,https://t.freetv.fun/live/atreseries.m3u8
82.26ms,[SD]tvt,https://t.freetv.fun/live/tvt-1.m3u8
82.27ms,[SD]cctv11,https://t.freetv.fun/live/cctv11-16.m3u8
82.29ms,CCTV13,https://stream1.freetv.fun/03708eabf767c88c351b767a1f625c4a6a26af598b506db563767d59720bf332.m3u8
82.30ms,[BD]english class,https://t.freetv.fun/live/english-class.m3u8
82.34ms,[BD]tvp world,https://t.freetv.fun/live/tvp-world.m3u8
82.34ms,CCTV15,https://stream1.freetv.fun/9468f468da387b3906c9bd04ab159a106300904620ddaea7f59915fe199cfcef.m3u8
82.34ms,[BD]cctv-第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang.m3u8
82.39ms,[BD]sudarshan news,https://t.freetv.fun/live/sudarshan-news.m3u8
82.39ms,[BD]广东卫视,https://t.freetv.fun/live/yan-dong-wei-shi-14.m3u8
82.41ms,[BD]凤凰卫视资讯,https://t.freetv.fun/live/feng-huang-wei-shi-zi-xun.m3u8
82.44ms,[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-18.m3u8
82.45ms,TVN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
82.46ms,[BD]24 канал,https://t.freetv.fun/live/24-kanal-2.m3u8
82.48ms,[BD]dw english,https://t.freetv.fun/live/dw-english.m3u8
82.48ms,[BD]辽宁卫视,https://t.freetv.fun/live/liao-zhu-wei-shi-6.m3u8
82.49ms,[BD]news 24 alb,https://t.freetv.fun/live/news-24-alb.m3u8
82.49ms,[VGA]浙江经济生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-1.m3u8
82.49ms,[BD]bein sports 3 fr,https://t.freetv.fun/live/bein-sports-3-fr.m3u8
82.52ms,河北卫视,https://stream1.freetv.fun/85fa3b1c0d3f07e3465852b052a3ef4744e54eb6e00be21944f7a39495032732.m3u8
82.53ms,[BD]江西卫视,https://t.freetv.fun/live/jiang-xi-wei-shi-2.m3u8
82.54ms,[BD]深圳卫视,https://t.freetv.fun/live/shen-zhen-wei-shi-24.m3u8
82.54ms,[BD]重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-19.m3u8
82.56ms,[VGA]hala tv,https://t.freetv.fun/live/hala-tv-1.m3u8
82.56ms,[SD]axn black romania,https://t.freetv.fun/live/axn-black-romania.m3u8
82.57ms,[BD]江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-22.m3u8
82.58ms,[BD]tudn,https://t.freetv.fun/live/tudn.m3u8
82.60ms,[BD]河北卫视,https://t.freetv.fun/live/he-bei-wei-shi-10.m3u8
82.65ms,[BD]广东卫视高清,https://t.freetv.fun/live/yan-dong-wei-shi-gao-qing-4.m3u8
82.68ms,[BD]kurdistan 24,https://t.freetv.fun/live/kurdistan-24.m3u8
82.70ms,[SD]甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-14.m3u8
82.74ms,[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-5.m3u8
82.74ms,[VGA]cbn news channel,https://t.freetv.fun/live/cbn-news-channel.m3u8
82.74ms,[BD]cowboy plus sports,https://t.freetv.fun/live/cowboy-plus-sports.m3u8
82.75ms,[VGA]network 10,https://t.freetv.fun/live/network-10.m3u8
82.76ms,[HD]浙江民生,https://t.freetv.fun/live/zhe-jiang-min-sheng-3.m3u8
82.77ms,绍兴新闻综合,https://t.freetv.fun/live/shao-xing-xin-wen-zong-he-2.m3u8
82.78ms,PX SPORTS ,http://108.181.20.255:27347/livehttpplay?channel_id=23543
82.79ms,ABC News Albania Ⓣ,https://www.twitch.tv/abcnewsal
82.79ms,[SD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-15.m3u8
82.80ms,[VGA]kanal 58,https://t.freetv.fun/live/kanal-58-1.m3u8
82.81ms,[HD]bein sports usa,https://t.freetv.fun/live/bein-sports-usa.m3u8
82.87ms,[BD]无锡宜兴新闻,https://t.freetv.fun/live/wu-xi-yi-xing-xin-wen.m3u8
82.88ms,[BD]futbol,https://t.freetv.fun/live/futbol.m3u8
82.88ms,[HD]metv,https://t.freetv.fun/live/metv-2.m3u8
82.89ms,[SD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-13.m3u8
82.91ms,[SD]东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-27.m3u8
82.91ms,[BD]france 24 español,https://t.freetv.fun/live/france-24-espanol.m3u8
82.91ms,[SD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-22.m3u8
82.95ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-10.m3u8
82.96ms,CCTV13,https://stream1.freetv.fun/a1968efdac6a00d9b145649a1df4f2f4215882aa467305813824d1953a5b5b33.m3u8
82.97ms,[HD]bethel tv,https://t.freetv.fun/live/bethel-tv.m3u8
82.99ms,[BD]cctv-11戏曲,https://t.freetv.fun/live/cctv-11xi-qu-1.m3u8
83.00ms,[BD]cctv1,https://t.freetv.fun/live/cctv1-3.m3u8
83.02ms,[HD]high news,https://t.freetv.fun/live/high-news.m3u8
83.02ms,[BD]disney channel,https://t.freetv.fun/live/disney-channel-6.m3u8
83.03ms,[BD]生活时尚,https://t.freetv.fun/live/sheng-huo-shi-shang-3.m3u8
83.04ms,[BD]深圳卫视,https://t.freetv.fun/live/shen-zhen-wei-shi-5.m3u8
83.04ms,[BD]ring,https://t.freetv.fun/live/ring.m3u8
83.07ms,CCTV5,https://stream1.freetv.fun/940832bf25a15c5e44fa17a9b73f6dba14850e25b94c67f665d781642a9f24c1.m3u8
83.07ms,[BD]哈哈炫动,https://t.freetv.fun/live/ha-ha-xuan-dong-3.m3u8
83.09ms,[BD]rhema tv,https://t.freetv.fun/live/rhema-tv.m3u8
83.11ms,[BD]we tv,https://t.freetv.fun/live/we-tv-2.m3u8
83.12ms,广东影视,https://stream1.freetv.fun/cbeb37fe05086e8a0e425d6a98c17e3ba01a9c5ef8e74b9b128bc9d5e41b4a8c.m3u8
83.13ms,[HD]eet tv,https://t.freetv.fun/live/eet-tv-1.m3u8
83.13ms,[HD]vía televisión,https://t.freetv.fun/live/via-television.m3u8
83.14ms,印度|WionNews,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
83.14ms,天映,http://o11.163189.xyz/stream/live/typd/
83.16ms,[BD]dazn,https://t.freetv.fun/live/dazn.m3u8
83.17ms,[BD]辽宁经济,https://t.freetv.fun/live/liao-zhu-jing-ji.m3u8
83.18ms,[HD]feel good tv,https://t.freetv.fun/live/feel-good-tv.m3u8
83.19ms,[HD]nat geo wild,https://t.freetv.fun/live/nat-geo-wild-2.m3u8
83.20ms,浙江公共新闻,https://t.freetv.fun/live/zhe-jiang-gong-gong-xin-wen-1.m3u8
83.22ms,辽宁卫视,https://stream1.freetv.fun/4fa75925fb00aa051c6819346628eb0cd8bafd14f8231c9166b8a5209111db07.m3u8
83.22ms,[HD]globonews,https://t.freetv.fun/live/globonews.m3u8
83.23ms,[BD]ciné plus emotion fr,https://t.freetv.fun/live/cine-plus-emotion-fr.m3u8
83.23ms,[BD]supersport 3 al,https://t.freetv.fun/live/supersport-3-al.m3u8
83.26ms,湖北卫视,https://stream1.freetv.fun/73877f7e121cb093d0c482c1e9dca01984153d6848cc1e910354546c33198a93.m3u8
83.29ms,[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-17.m3u8
83.29ms,[VGA]sky nature,https://t.freetv.fun/live/sky-nature.m3u8
83.31ms,[BD]伊春新闻综合,https://t.freetv.fun/live/yi-chun-xin-wen-zong-he.m3u8
83.31ms,[HD]十堰经济,https://t.freetv.fun/live/shi-yan-jing-ji.m3u8
83.32ms,深圳卫视,https://stream1.freetv.fun/59d27a1d92844dfed30e22eaf3058fdddef2262beb17a644baa4320a51c9e91a.m3u8
83.32ms,[HD]etv,https://t.freetv.fun/live/etv.m3u8
83.35ms,[HD]sbn tv,https://t.freetv.fun/live/sbn-tv.m3u8
83.35ms,云南卫视,https://stream1.freetv.fun/79761b22134498d5af661983f1ce5c452c871720d482d3c5ad853a5478b99dc7.m3u8
83.35ms,[BD]河北卫视,https://t.freetv.fun/live/he-bei-wei-shi-9.m3u8
83.36ms,[BD]黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-13.m3u8
83.37ms,[BD]江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-7.m3u8
83.38ms,[SD]авто плюс,https://t.freetv.fun/live/avto-plius.m3u8
83.40ms,[HD]espn deportes,https://t.freetv.fun/live/espn-deportes.m3u8
83.41ms,[BD]cctv7,https://t.freetv.fun/live/cctv7-1.m3u8
83.42ms,[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-2.m3u8
83.44ms,[BD]star,https://t.freetv.fun/live/star-1.m3u8
83.46ms,贵州卫视,https://stream1.freetv.fun/3b4a9dc8bfa66db6d79ebf463530bd2aefb40a4df6ba0879b2f4a7b078acda8d.m3u8
83.46ms,[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-32.m3u8
83.46ms,东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
83.48ms,CCTV7,https://stream1.freetv.fun/c1f93da7a0cd13567f02bfd6f333247e5aa9e44a5dbf8d6b57fa4be2de152a2e.m3u8
83.48ms,[BD]宁波新闻综合,https://t.freetv.fun/live/zhu-bo-xin-wen-zong-he.m3u8
83.49ms,[BD]junior,https://t.freetv.fun/live/junior.m3u8
83.50ms,[HD]arena sport 6,https://t.freetv.fun/live/arena-sport-6-1.m3u8
83.50ms,[BD]江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-19.m3u8
